TrialIndex,SessionIndex,TargetRule,Choice,CuePosition,Reward,Group,Overtrain,RT,RuleChangeTrials,NewSessionTrials,StartDate
48,1,go right,right,right,yes,notOT,no,0.4,0,0,06-Mar-2023
49,1,go right,right,left,yes,notOT,no,0.4,0,0,06-Mar-2023
50,1,go right,right,right,yes,notOT,no,0.4,0,0,06-Mar-2023
51,3,go right,right,right,yes,notOT,no,0.2,0,1,06-Apr-2023
52,3,go right,left,left,no,notOT,no,0.2,0,0,06-Apr-2023
53,3,go right,right,right,yes,notOT,no,1.4,0,0,06-Apr-2023
54,3,go right,left,left,no,notOT,no,0.4,0,0,06-Apr-2023
55,3,go right,left,left,no,notOT,no,0.4,0,0,06-Apr-2023
56,3,go right,right,right,yes,notOT,no,1.2,0,0,06-Apr-2023
57,3,go right,right,right,yes,notOT,no,0.2,0,0,06-Apr-2023
58,3,go right,left,left,no,notOT,no,0.6,0,0,06-Apr-2023
59,3,go right,right,right,yes,notOT,no,0.2,0,0,06-Apr-2023
60,3,go right,right,left,yes,notOT,no,0.2,0,0,06-Apr-2023
61,3,go right,left,left,no,notOT,no,0.4,0,0,06-Apr-2023
62,3,go right,right,right,yes,notOT,no,0.4,0,0,06-Apr-2023
63,3,go right,right,left,yes,notOT,no,0.4,0,0,06-Apr-2023
64,3,go right,right,right,yes,notOT,no,0.4,0,0,06-Apr-2023
65,3,go right,right,right,yes,notOT,no,0.4,0,0,06-Apr-2023
66,3,go right,right,left,yes,notOT,no,0.4,0,0,06-Apr-2023
67,3,go right,left,right,no,notOT,no,0.4,0,0,06-Apr-2023
68,3,go right,left,left,no,notOT,no,0.4,0,0,06-Apr-2023
69,3,go right,left,left,no,notOT,no,0.6,0,0,06-Apr-2023
70,3,go right,right,right,yes,notOT,no,0.4,0,0,06-Apr-2023
71,3,go left,right,left,no,notOT,no,0.2,1,0,06-Apr-2023
72,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
73,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
74,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
75,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
76,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
77,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
78,3,go left,right,left,no,notOT,no,0.8,0,0,06-Apr-2023
79,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
80,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
81,3,go left,left,right,yes,notOT,no,1,0,0,06-Apr-2023
82,3,go left,right,left,no,notOT,no,0.4,0,0,06-Apr-2023
83,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
84,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
85,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
86,3,go left,right,left,no,notOT,no,0.6,0,0,06-Apr-2023
87,3,go left,right,right,no,notOT,no,3.8,0,0,06-Apr-2023
88,3,go left,left,left,yes,notOT,no,0.8,0,0,06-Apr-2023
89,3,go left,right,left,no,notOT,no,0.4,0,0,06-Apr-2023
90,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
91,3,go left,right,left,no,notOT,no,0.4,0,0,06-Apr-2023
92,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
93,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
94,3,go left,left,left,yes,notOT,no,1,0,0,06-Apr-2023
95,3,go left,right,left,no,notOT,no,7,0,0,06-Apr-2023
96,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
97,3,go left,right,left,no,notOT,no,1.4,0,0,06-Apr-2023
98,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
99,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
100,3,go left,right,left,no,notOT,no,0.2,0,0,06-Apr-2023
101,3,go left,right,right,no,notOT,no,6,0,0,06-Apr-2023
102,3,go left,left,left,yes,notOT,no,0.2,0,0,06-Apr-2023
103,3,go left,left,left,yes,notOT,no,1.2,0,0,06-Apr-2023
104,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
105,3,go left,right,left,no,notOT,no,0.2,0,0,06-Apr-2023
106,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
107,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
108,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
109,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
110,3,go left,right,left,no,notOT,no,1.4,0,0,06-Apr-2023
111,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
112,3,go left,right,left,no,notOT,no,0.4,0,0,06-Apr-2023
113,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
114,3,go left,right,left,no,notOT,no,0.2,0,0,06-Apr-2023
115,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
116,3,go left,left,left,yes,notOT,no,0.6,0,0,06-Apr-2023
117,3,go left,right,left,no,notOT,no,0.4,0,0,06-Apr-2023
118,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
119,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
120,3,go left,right,left,no,notOT,no,0.2,0,0,06-Apr-2023
121,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
122,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
123,3,go left,right,left,no,notOT,no,0.4,0,0,06-Apr-2023
124,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
125,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
126,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
127,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
128,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
129,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
130,3,go left,right,left,no,notOT,no,0.6,0,0,06-Apr-2023
131,3,go left,left,left,yes,notOT,no,1,0,0,06-Apr-2023
132,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
133,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
134,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
135,3,go left,right,left,no,notOT,no,0.4,0,0,06-Apr-2023
136,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
137,3,go left,right,left,no,notOT,no,0.4,0,0,06-Apr-2023
138,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
139,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
140,3,go left,right,left,no,notOT,no,0.4,0,0,06-Apr-2023
141,3,go left,left,right,yes,notOT,no,0.6,0,0,06-Apr-2023
142,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
143,3,go left,right,right,no,notOT,no,0.6,0,0,06-Apr-2023
144,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
145,3,go left,right,left,no,notOT,no,0.6,0,0,06-Apr-2023
146,3,go left,right,right,no,notOT,no,0.6,0,0,06-Apr-2023
147,3,go left,right,right,no,notOT,no,0.8,0,0,06-Apr-2023
148,3,go left,right,left,no,notOT,no,0.2,0,0,06-Apr-2023
149,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
150,3,go left,right,left,no,notOT,no,0.2,0,0,06-Apr-2023
151,3,go left,right,left,no,notOT,no,1,0,0,06-Apr-2023
152,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
153,3,go left,right,right,no,notOT,no,2.2,0,0,06-Apr-2023
154,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
155,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
156,3,go left,right,left,no,notOT,no,0.2,0,0,06-Apr-2023
157,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
158,3,go left,right,left,no,notOT,no,0.6,0,0,06-Apr-2023
159,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
160,3,go left,right,right,no,notOT,no,1.6,0,0,06-Apr-2023
161,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
162,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
163,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
164,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
165,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
166,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
167,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
168,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
169,3,go left,right,left,no,notOT,no,0.4,0,0,06-Apr-2023
170,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
171,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
172,3,go left,right,left,no,notOT,no,0.4,0,0,06-Apr-2023
173,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
174,3,go left,left,right,yes,notOT,no,0.2,0,0,06-Apr-2023
175,3,go left,right,left,no,notOT,no,0.6,0,0,06-Apr-2023
176,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
177,3,go left,left,right,yes,notOT,no,0.6,0,0,06-Apr-2023
178,3,go left,left,left,yes,notOT,no,0.2,0,0,06-Apr-2023
179,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
180,3,go left,right,left,no,notOT,no,0.2,0,0,06-Apr-2023
181,3,go left,left,left,yes,notOT,no,0.2,0,0,06-Apr-2023
182,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
183,3,go left,right,left,no,notOT,no,3.4,0,0,06-Apr-2023
184,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
185,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
186,3,go left,right,left,no,notOT,no,0.2,0,0,06-Apr-2023
187,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
188,3,go left,left,left,yes,notOT,no,1.2,0,0,06-Apr-2023
189,3,go left,omission,right,no,notOT,no,0,0,0,06-Apr-2023
190,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
191,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
192,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
193,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
194,3,go left,left,left,yes,notOT,no,0.2,0,0,06-Apr-2023
195,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
196,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
197,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
198,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
199,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
200,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
201,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
202,3,go left,left,left,yes,notOT,no,0.8,0,0,06-Apr-2023
203,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
204,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
205,3,go left,left,left,yes,notOT,no,0.6,0,0,06-Apr-2023
206,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
207,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
208,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
209,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
210,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
211,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
212,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
213,3,go left,right,left,no,notOT,no,0.4,0,0,06-Apr-2023
214,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
215,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
216,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
217,3,go left,left,left,yes,notOT,no,0.2,0,0,06-Apr-2023
218,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
219,3,go left,right,left,no,notOT,no,0.4,0,0,06-Apr-2023
220,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
221,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
222,3,go left,left,left,yes,notOT,no,0.2,0,0,06-Apr-2023
223,3,go left,left,left,yes,notOT,no,0.2,0,0,06-Apr-2023
224,3,go left,left,right,yes,notOT,no,1,0,0,06-Apr-2023
225,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
226,3,go left,right,left,no,notOT,no,0.8,0,0,06-Apr-2023
227,3,go left,right,left,no,notOT,no,0.4,0,0,06-Apr-2023
228,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
229,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
230,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
231,3,go left,left,right,yes,notOT,no,0.2,0,0,06-Apr-2023
232,3,go left,left,left,yes,notOT,no,0.6,0,0,06-Apr-2023
233,3,go left,right,right,no,notOT,no,0.4,0,0,06-Apr-2023
234,3,go left,left,left,yes,notOT,no,0.2,0,0,06-Apr-2023
235,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
236,3,go left,left,left,yes,notOT,no,0.6,0,0,06-Apr-2023
237,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
238,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
239,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
240,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
241,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
242,3,go left,right,left,no,notOT,no,0.4,0,0,06-Apr-2023
243,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
244,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
245,3,go left,left,right,yes,notOT,no,0.6,0,0,06-Apr-2023
246,3,go left,left,left,yes,notOT,no,0.6,0,0,06-Apr-2023
247,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
248,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
249,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
250,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
251,3,go left,right,left,no,notOT,no,0.4,0,0,06-Apr-2023
252,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
253,3,go left,right,right,no,notOT,no,1.4,0,0,06-Apr-2023
254,3,go left,left,left,yes,notOT,no,0.2,0,0,06-Apr-2023
255,3,go left,right,right,no,notOT,no,2.2,0,0,06-Apr-2023
256,3,go left,left,left,yes,notOT,no,0.2,0,0,06-Apr-2023
257,3,go left,left,right,yes,notOT,no,0.6,0,0,06-Apr-2023
258,3,go left,left,left,yes,notOT,no,0.2,0,0,06-Apr-2023
259,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
260,3,go left,right,right,no,notOT,no,0.2,0,0,06-Apr-2023
261,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
262,3,go left,right,left,no,notOT,no,1,0,0,06-Apr-2023
263,3,go left,right,left,no,notOT,no,1.4,0,0,06-Apr-2023
264,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
265,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
266,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
267,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
268,3,go left,left,right,yes,notOT,no,0.4,0,0,06-Apr-2023
269,3,go left,left,left,yes,notOT,no,0.4,0,0,06-Apr-2023
270,3,go left,left,right,yes,notOT,no,1.2,0,0,06-Apr-2023
271,6,go left,right,right,no,notOT,yes,0.2,0,1,06-May-2023
272,6,go left,left,left,yes,notOT,yes,0.6,0,0,06-May-2023
273,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
274,6,go left,right,right,no,notOT,yes,0.4,0,0,06-May-2023
275,6,go left,right,right,no,notOT,yes,0.2,0,0,06-May-2023
276,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
277,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
278,6,go left,right,right,no,notOT,yes,0.4,0,0,06-May-2023
279,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
280,6,go left,left,right,yes,notOT,yes,0.8,0,0,06-May-2023
281,6,go left,right,left,no,notOT,yes,0.4,0,0,06-May-2023
282,6,go left,left,right,yes,notOT,yes,0.6,0,0,06-May-2023
283,6,go left,left,right,yes,notOT,yes,0.6,0,0,06-May-2023
284,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
285,6,go left,left,right,yes,notOT,yes,0.4,0,0,06-May-2023
286,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
287,6,go left,right,right,no,notOT,yes,0.2,0,0,06-May-2023
288,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
289,6,go left,left,right,yes,notOT,yes,0.4,0,0,06-May-2023
290,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
291,6,go left,left,right,yes,notOT,yes,0.4,0,0,06-May-2023
292,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
293,6,go left,right,right,no,notOT,yes,0.2,0,0,06-May-2023
294,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
295,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
296,6,go left,right,right,no,notOT,yes,0.4,0,0,06-May-2023
297,6,go left,left,right,yes,notOT,yes,0.4,0,0,06-May-2023
298,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
299,6,go left,right,right,no,notOT,yes,1.6,0,0,06-May-2023
300,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
301,6,go left,left,right,yes,notOT,yes,0.4,0,0,06-May-2023
302,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
303,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
304,6,go left,right,right,no,notOT,yes,0.4,0,0,06-May-2023
305,6,go left,right,right,no,notOT,yes,0.2,0,0,06-May-2023
306,6,go left,left,left,yes,notOT,yes,0.6,0,0,06-May-2023
307,6,go left,left,left,yes,notOT,yes,4.4,0,0,06-May-2023
308,6,go left,left,right,yes,notOT,yes,0.8,0,0,06-May-2023
309,6,go left,right,right,no,notOT,yes,1,0,0,06-May-2023
310,6,go left,left,left,yes,notOT,yes,0.2,0,0,06-May-2023
311,6,go left,left,left,yes,notOT,yes,0.8,0,0,06-May-2023
312,6,go left,left,right,yes,notOT,yes,0.4,0,0,06-May-2023
313,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
314,6,go left,right,right,no,notOT,yes,0.4,0,0,06-May-2023
315,6,go left,left,left,yes,notOT,yes,0.2,0,0,06-May-2023
316,6,go left,left,right,yes,notOT,yes,0.6,0,0,06-May-2023
317,6,go left,right,right,no,notOT,yes,0.4,0,0,06-May-2023
318,6,go left,left,left,yes,notOT,yes,0.2,0,0,06-May-2023
319,6,go left,right,right,no,notOT,yes,0.6,0,0,06-May-2023
320,6,go left,left,left,yes,notOT,yes,0.2,0,0,06-May-2023
321,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
322,6,go left,left,right,yes,notOT,yes,0.6,0,0,06-May-2023
323,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
324,6,go left,right,right,no,notOT,yes,1.6,0,0,06-May-2023
325,6,go left,right,right,no,notOT,yes,1.2,0,0,06-May-2023
326,6,go left,left,left,yes,notOT,yes,3.2,0,0,06-May-2023
327,6,go left,left,left,yes,notOT,yes,0.2,0,0,06-May-2023
328,6,go left,left,right,yes,notOT,yes,0.4,0,0,06-May-2023
329,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
330,6,go left,left,right,yes,notOT,yes,0.2,0,0,06-May-2023
331,6,go left,left,right,yes,notOT,yes,0.4,0,0,06-May-2023
332,6,go left,left,left,yes,notOT,yes,0.6,0,0,06-May-2023
333,6,go left,right,right,no,notOT,yes,2.4,0,0,06-May-2023
334,6,go left,right,left,no,notOT,yes,0.6,0,0,06-May-2023
335,6,go left,left,left,yes,notOT,yes,0.2,0,0,06-May-2023
336,6,go left,left,right,yes,notOT,yes,1.4,0,0,06-May-2023
337,6,go left,left,right,yes,notOT,yes,0.2,0,0,06-May-2023
338,6,go left,left,left,yes,notOT,yes,0.2,0,0,06-May-2023
339,6,go left,left,right,yes,notOT,yes,1.6,0,0,06-May-2023
340,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
341,6,go left,left,right,yes,notOT,yes,0.2,0,0,06-May-2023
342,6,go left,left,left,yes,notOT,yes,0.2,0,0,06-May-2023
343,6,go left,right,right,no,notOT,yes,1.2,0,0,06-May-2023
344,6,go left,left,left,yes,notOT,yes,0.2,0,0,06-May-2023
345,6,go left,left,left,yes,notOT,yes,0.2,0,0,06-May-2023
346,6,go left,left,right,yes,notOT,yes,0.4,0,0,06-May-2023
347,6,go left,left,left,yes,notOT,yes,0.2,0,0,06-May-2023
348,6,go left,left,right,yes,notOT,yes,0.6,0,0,06-May-2023
349,6,go left,left,right,yes,notOT,yes,1.4,0,0,06-May-2023
350,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
351,6,go left,left,left,yes,notOT,yes,0.4,0,0,06-May-2023
352,6,go left,left,right,yes,notOT,yes,1.2,0,0,06-May-2023
353,6,go left,left,right,yes,notOT,yes,0.4,0,0,06-May-2023
354,7,go left,left,right,yes,notOT,no,0.4,0,1,06-Jun-2023
355,7,go left,right,left,no,notOT,no,0.4,0,0,06-Jun-2023
356,7,go left,left,right,yes,notOT,no,0.4,0,0,06-Jun-2023
357,7,go left,left,left,yes,notOT,no,0.4,0,0,06-Jun-2023
358,7,go left,left,left,yes,notOT,no,0.2,0,0,06-Jun-2023
359,7,go left,left,right,yes,notOT,no,0.8,0,0,06-Jun-2023
360,7,go left,left,left,yes,notOT,no,0.6,0,0,06-Jun-2023
361,7,go left,left,right,yes,notOT,no,0.4,0,0,06-Jun-2023
362,7,go left,left,left,yes,notOT,no,0.4,0,0,06-Jun-2023
363,7,go left,left,right,yes,notOT,no,0.2,0,0,06-Jun-2023
364,7,go left,left,right,yes,notOT,no,0.4,0,0,06-Jun-2023
365,7,go left,left,left,yes,notOT,no,0.4,0,0,06-Jun-2023
366,7,go left,right,right,no,notOT,no,0.4,0,0,06-Jun-2023
367,7,go left,left,left,yes,notOT,no,0.4,0,0,06-Jun-2023
368,7,go left,left,left,yes,notOT,no,0.2,0,0,06-Jun-2023
369,7,go left,left,right,yes,notOT,no,0.4,0,0,06-Jun-2023
370,7,go left,left,left,yes,notOT,no,0.4,0,0,06-Jun-2023
371,7,go left,left,right,yes,notOT,no,0.4,0,0,06-Jun-2023
372,7,go left,right,right,no,notOT,no,0.4,0,0,06-Jun-2023
373,7,go left,right,left,no,notOT,no,0.8,0,0,06-Jun-2023
374,7,go right,right,left,yes,notOT,no,1.2,1,0,06-Jun-2023
375,7,go right,left,right,no,notOT,no,0.6,0,0,06-Jun-2023
376,7,go right,left,right,no,notOT,no,0.4,0,0,06-Jun-2023
377,7,go right,left,left,no,notOT,no,0.4,0,0,06-Jun-2023
378,7,go right,left,left,no,notOT,no,0.2,0,0,06-Jun-2023
379,7,go right,left,right,no,notOT,no,0.4,0,0,06-Jun-2023
380,7,go right,left,right,no,notOT,no,0.4,0,0,06-Jun-2023
381,7,go right,left,left,no,notOT,no,1,0,0,06-Jun-2023
